PTT,DATE,TIME,LC,LAT1,LONG1
105295,2011/04/14,08:37:08,B,-35.3570,20.3030
105295,2011/04/14,08:58:08,0,-35.1960,20.1430
105294,2011/04/14,07:11:05,0,-35.4040,22.4120
105294,2011/04/14,07:21:05,0,-35.3900,22.3320
105294,2011/04/14,08:37:45,A,-35.1910,22.3630
105294,2011/04/14,08:59:05,A,-35.3680,22.2350
105293,2011/04/14,07:02:01,B,-35.2830,23.1890
105293,2011/04/14,07:16:01,B,-35.6870,22.5360
105293,2011/04/14,08:58:01,2,-35.5360,21.7060
105291,2011/04/14,07:01:59,B,-34.6810,23.8210
105291,2011/04/14,07:13:59,B,-34.7130,23.7650
105291,2011/04/14,07:14:59,2,-34.7260,23.7520
105291,2011/04/14,08:58:39,1,-34.6840,23.6940
105290,2011/04/14,07:02:45,B,-38.7460,24.6340
105290,2011/04/14,07:16:15,B,-38.3300,24.9290
105290,2011/04/14,07:23:55,0,-38.2510,24.6600
105290,2011/04/14,08:58:45,B,-38.2050,24.6630
105297,2011/04/14,07:14:04,0,-35.9890,20.7000
105297,2011/04/14,07:20:32,2,-36.0180,20.7330
105297,2011/04/14,09:03:15,0,-36.0470,20.6970
105295,2011/04/15,07:04:08,A,-35.6070,19.5040
105295,2011/04/15,07:06:08,B,-35.3160,18.9760
105295,2011/04/15,08:13:53,1,-35.3500,18.8640
105295,2011/04/15,08:39:38,2,-35.3470,18.8340
105294,2011/04/15,07:04:35,B,-35.4090,21.9170
105294,2011/04/15,07:04:35,B,-35.4940,22.0210
105294,2011/04/15,08:12:35,0,-35.3840,21.8600
105294,2011/04/15,08:39:35,2,-35.3720,21.8590
105293,2011/04/15,07:04:25,0,-35.7230,21.9320
105293,2011/04/15,07:04:01,B,-35.7190,22.1740
105293,2011/04/15,08:14:31,B,-35.7540,22.0120
105293,2011/04/15,08:40:25,1,-35.9940,22.0250
105291,2011/04/15,07:03:59,0,-34.6490,23.3590
105291,2011/04/15,07:04:59,B,-34.6600,23.3690
105291,2011/04/15,08:13:44,0,-34.6640,23.3580
105291,2011/04/15,08:40:19,3,-34.6570,23.3500
105290,2011/04/15,07:04:45,0,-37.5950,23.7930
105290,2011/04/15,07:04:15,0,-37.6810,23.7970
105290,2011/04/15,08:13:15,B,-37.6610,24.0700
105290,2011/04/15,08:40:45,1,-37.5720,23.7370
105295,2011/04/16,08:21:24,0,-35.1160,18.6120
105295,2011/04/16,10:02:09,B,-35.1130,18.6110
105294,2011/04/16,07:50:18,0,-35.7820,21.2950
105294,2011/04/16,08:21:06,0,-35.8460,21.2880
105293,2011/04/16,07:50:10,0,-35.0850,22.3410
105293,2011/04/16,08:15:01,2,-35.0630,22.3040
105291,2011/04/16,07:50:11,0,-34.9660,22.7470
105291,2011/04/16,08:13:59,0,-34.9300,22.7460
105290,2011/04/16,08:22:08,0,-36.2390,20.6700
105295,2011/04/17,07:28:16,0,-35.0180,18.5250
105295,2011/04/17,07:56:58,1,-35.0500,18.5150
105295,2011/04/17,09:39:40,0,-34.8920,18.3580
105294,2011/04/17,07:26:00,0,-35.9430,20.7320
105294,2011/04/17,07:56:18,2,-35.9290,20.7480
105294,2011/04/17,09:37:36,B,-35.8130,20.6060
105293,2011/04/17,07:26:55,0,-35.8130,21.4920
105293,2011/04/17,07:56:02,0,-35.8230,21.5030
105293,2011/04/17,09:42:02,B,-35.8260,21.4950
105291,2011/04/17,07:25:19,0,-35.0730,22.4090
105291,2011/04/17,07:55:59,0,-34.8980,22.3770
105290,2011/04/17,07:29:24,0,-36.1600,20.6700
105290,2011/04/17,07:57:34,0,-36.3970,20.5960
105290,2011/04/17,09:41:46,B,-36.4450,20.6120
105295,2011/04/18,07:06:10,1,-34.4350,17.9630
105295,2011/04/18,07:39:53,0,-34.4080,18.0410
105295,2011/04/18,08:42:10,A,-34.5080,17.6080
105295,2011/04/18,09:14:10,1,-34.2990,17.7370
105295,2011/04/18,11:01:40,B,-34.2890,17.6990
105293,2011/04/18,07:06:12,0,-35.5890,20.4920
105293,2011/04/18,07:39:20,0,-35.6380,20.4890
105293,2011/04/18,09:19:32,0,-35.7920,20.4210
105293,2011/04/18,11:00:02,B,-35.9160,20.3790
105291,2011/04/18,07:39:12,0,-36.0450,21.9780
105291,2011/04/18,08:42:59,B,-35.9950,21.8770
105291,2011/04/18,09:18:59,0,-35.6790,21.4920
105291,2011/04/18,10:58:59,B,-35.7610,21.2120
105290,2011/04/18,07:05:46,0,-35.8960,19.7560
105290,2011/04/18,07:38:26,0,-36.0420,19.7210
105295,2011/04/19,07:14:11,1,-34.4740,17.9820
105295,2011/04/19,07:55:41,B,-34.4780,18.0270
105295,2011/04/19,08:22:11,B,-34.5200,17.9960
105295,2011/04/19,08:57:11,0,-34.8400,18.3690
105295,2011/04/19,10:50:11,0,-34.9550,18.7110
105293,2011/04/19,07:13:02,1,-36.0050,19.5940
105293,2011/04/19,08:18:32,1,-36.0440,19.5590
105293,2011/04/19,08:57:02,2,-36.0090,19.5870
105293,2011/04/19,10:50:02,0,-36.2230,19.8140
105291,2011/04/19,08:56:59,B,-35.3510,21.4160
105295,2011/04/20,07:03:42,B,-35.7030,20.9510
105295,2011/04/20,07:46:12,B,-35.6500,20.9580
105295,2011/04/20,07:54:42,0,-35.6520,21.3540
105295,2011/04/20,08:37:12,0,-35.5340,21.6970
105295,2011/04/20,10:46:52,A,-35.5480,21.9790
105293,2011/04/20,07:03:02,A,-35.0050,20.5740
105293,2011/04/20,10:39:02,B,-35.9230,22.1950
105295,2011/04/21,07:30:53,A,-35.1230,23.6570
105295,2011/04/21,07:32:34,0,-34.9150,23.5630
105295,2011/04/21,08:12:33,0,-34.8370,23.7320
105295,2011/04/21,10:29:13,0,-34.8260,24.0710
105295,2011/04/21,10:53:13,A,-34.7970,23.9640
105293,2011/04/21,07:31:03,B,-34.2470,26.0380
105293,2011/04/21,08:13:33,0,-34.3850,26.0610
105295,2011/04/22,07:55:28,0,-34.5350,24.9970
105295,2011/04/22,09:35:13,B,-34.5550,24.8640
105295,2011/04/22,10:22:58,0,-34.6950,24.9040
105295,2011/04/23,07:06:34,0,-34.5980,24.8270
105295,2011/04/23,08:25:54,A,-34.3240,24.4870
105295,2011/04/23,09:13:44,0,-34.7460,24.1270
105295,2011/04/23,10:13:14,B,-34.5910,24.1730
105295,2011/04/24,07:13:14,B,-34.8550,24.1980
105295,2011/04/24,08:02:04,0,-34.7180,24.1190
105295,2011/04/24,08:54:44,1,-34.8210,24.1680
105295,2011/04/25,07:38:22,0,-34.3360,24.3340
105295,2011/04/25,08:28:15,0,-34.2650,24.2540
105295,2011/04/26,07:14:23,0,-34.3690,24.0490
105295,2011/04/26,08:11:07,1,-34.2330,24.0020
105295,2011/04/27,09:33:16,B,-34.0980,26.4610
105295,2011/04/28,07:27:17,0,-33.6150,27.1560
105295,2011/04/28,08:07:57,A,-33.5870,27.1680
105295,2011/04/28,09:10:29,0,-33.5680,27.2710
105295,2011/04/28,11:00:47,1,-33.6440,27.3700
105295,2011/04/29,07:09:03,0,-33.7570,26.9440
105295,2011/04/29,07:41:48,B,-33.8050,27.1450
105295,2011/04/29,08:51:18,0,-34.0290,27.1480
105295,2011/04/29,10:45:18,0,-34.2320,26.7660
105295,2011/04/30,07:21:32,0,-34.4850,26.4250
105295,2011/04/30,07:26:18,B,-34.4640,26.3870
105295,2011/04/30,08:26:58,0,-34.4940,25.9960
105295,2011/04/30,10:34:48,0,-34.6000,25.2810
105295,2011/05/01,07:03:19,B,-35.8720,21.8610
105295,2011/05/01,07:14:19,B,-35.2480,22.1550
105295,2011/05/01,10:25:19,0,-35.0300,23.4350
105295,2011/05/02,07:03:19,B,-34.3320,23.6570
105295,2011/05/02,08:15:19,B,-34.3920,23.6110
105295,2011/05/03,07:52:56,0,-34.5330,24.7480
105295,2011/05/04,07:25:58,0,-34.6160,24.2620
105295,2011/05/04,08:43:21,0,-34.5700,24.2880
